name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom
"Safehold Elite",2,"Creature - Elf Scout",GW,"shm","239",common,null,Owned,Non-foil,false,,,"","",29459,false
"Kitchen Finks",3,"Creature - Ouphe",GW,"shm","229",uncommon,null,Owned,Non-foil,false,,,"","",29329,false
"Mercy Killing",3,"Instant",GW,"shm","231",uncommon,null,Owned,Non-foil,false,,,"","",29843,false
"Wilt-Leaf Cavaliers",3,"Creature - Elf Knight",GW,"shm","244",uncommon,null,Owned,Non-foil,false,,,"","",29643,false
"Heartmender",4,"Creature - Elemental",GW,"shm","228",rare,null,Owned,Non-foil,false,,,"","",29635,false
"Old Ghastbark",5,"Creature - Treefolk Warrior",GW,"shm","232",common,null,Owned,Non-foil,false,,,"","",29355,false
"Beckon Apparition",1,"Instant",BW,"eve","82",common,null,Owned,Non-foil,false,,,"","",30208,false
"Nip Gwyllion",1,"Creature - Hag",BW,"eve","92",common,null,Owned,Non-foil,false,,,"","",29948,false
"Batwing Brume",2,"Instant",BW,"eve","81",uncommon,null,Owned,Non-foil,false,,,"","",30200,false
"Cauldron Haze",2,"Instant",BW,"eve","84",uncommon,null,Owned,Non-foil,false,,,"","",29958,false
"Bloodied Ghost",3,"Creature - Spirit",BW,"eve","83",uncommon,null,Owned,Non-foil,false,,,"","",29980,false
"Gwyllion Hedge-Mage",3,"Creature - Hag Wizard",BW,"eve","89",uncommon,null,Owned,Non-foil,false,,,"","",30272,false
"Restless Apparition",3,"Creature - Spirit",BW,"eve","94",uncommon,null,Owned,Non-foil,false,,,"","",30178,false
"Unmake",3,"Instant",BW,"eve","96",common,null,Owned,Non-foil,false,,,"","",29966,false
"Harvest Gwyllion",4,"Creature - Hag",BW,"eve","90",common,null,Owned,Non-foil,false,,,"","",30285,false
"Pyrrhic Revival",6,"Sorcery",BW,"eve","93",rare,null,Owned,Non-foil,false,,,"","",30186,false
"Stream Hopper",1,"Creature - Goblin",RU,"eve","113",common,null,Owned,Non-foil,false,,,"","",29996,false
"Noggle Ransacker",3,"Creature - Noggle Rogue",RU,"eve","109",uncommon,null,Owned,Non-foil,false,,,"","",30034,false
"Noggle Bridgebreaker",4,"Creature - Noggle Rogue",RU,"eve","107",common,null,Owned,Non-foil,false,,,"","",30256,false
"Nucklavee",6,"Creature - Beast",RU,"eve","110",uncommon,null,Owned,Non-foil,false,,,"","",30076,false
"Quillspike",3,"Creature - Beast",BG,"eve","126",uncommon,null,Owned,Non-foil,false,,,"","",30048,false
"Rendclaw Trow",3,"Creature - Troll",BG,"eve","127",common,null,Owned,Non-foil,false,,,"","",30262,false
"Canker Abomination",4,"Creature - Treefolk Horror",BG,"eve","115",uncommon,null,Owned,Non-foil,false,,,"","",30036,false
"Desecrator Hag",4,"Creature - Hag",BG,"eve","119",common,null,Owned,Non-foil,false,,,"","",30212,false
"Nath of the Gilt-Leaf",5,"Legendary Creature - Elf Warrior",BG,"lrw","250",rare,null,Owned,Non-foil,false,,,"","",28553,false
"Worm Harvest",5,"Sorcery",BG,"eve","131",rare,null,Owned,Non-foil,false,,,"","",30000,false
"Doomgape",7,"Creature - Elemental",BG,"eve","120",rare,null,Owned,Non-foil,false,,,"","",29942,false
"Duergar Assailant",1,"Creature - Dwarf Soldier",RW,"eve","136",common,null,Owned,Non-foil,false,,,"","",29930,false
"Double Cleave",2,"Instant",RW,"eve","135",common,null,Owned,Non-foil,false,,,"","",30070,false
"Rise of the Hobgoblins",2,"Enchantment",RW,"eve","145",rare,null,Owned,Non-foil,false,,,"","",29990,false
"Duergar Mine-Captain",3,"Creature - Dwarf Soldier",RW,"eve","138",uncommon,null,Owned,Non-foil,false,,,"","",29984,false
"Fire at Will",3,"Instant",RW,"eve","140",common,null,Owned,Non-foil,false,,,"","",30012,false
"Hearthfire Hobgoblin",3,"Creature - Goblin Soldier",RW,"eve","141",uncommon,null,Owned,Non-foil,false,,,"","",30160,false
"Hobgoblin Dragoon",3,"Creature - Goblin Knight",RW,"eve","142",common,null,Owned,Non-foil,false,,,"","",29972,false
"Brion Stoutarm",4,"Legendary Creature - Giant Warrior",RW,"lrw","246",rare,null,Owned,Non-foil,false,,,"","",28465,false
"Spitemare",4,"Creature - Elemental",RW,"eve","147",uncommon,null,Owned,Non-foil,false,,,"","",30236,false
"Slippery Bogle",1,"Creature - Beast",GU,"eve","160",common,null,Owned,Non-foil,false,,,"","",29954,false
"Cold-Eyed Selkie",3,"Creature - Merfolk Rogue",GU,"eve","149",rare,null,Owned,Non-foil,false,,,"","",30120,false
"Gilder Bairn",3,"Creature - Ouphe",GU,"eve","152",uncommon,null,Owned,Non-foil,false,,,"","",30042,false
"Selkie Hedge-Mage",3,"Creature - Merfolk Wizard",GU,"eve","158",uncommon,null,Owned,Non-foil,false,,,"","",30268,false
"Snakeform",3,"Instant",GU,"eve","161",common,null,Owned,Non-foil,false,,,"","",30192,false
"Grazing Kelpie",4,"Creature - Beast",GU,"eve","153",common,null,Owned,Non-foil,false,,,"","",30090,false
"Invert the Skies",4,"Instant",GU,"eve","155",uncommon,null,Owned,Non-foil,false,,,"","",29986,false
"Fable of Wolf and Owl",6,"Enchantment",GU,"eve","150",rare,null,Owned,Non-foil,false,,,"","",30050,false
"Spitting Image",6,"Sorcery",GU,"eve","162",rare,null,Owned,Non-foil,false,,,"","",30146,false
"Trapjaw Kelpie",6,"Creature - Beast",GU,"eve","164",common,null,Owned,Non-foil,false,,,"","",30060,false
"Murmuring Bosk",0,"Land - Forest",WGB,"plst","DMC-220",rare,Multicolored,Owned,Non-foil,false,,,"","",-1,false
"Doran, the Siege Tower",3,"Legendary Creature - Treefolk Shaman",BGW,"lrw","247",rare,null,Owned,Non-foil,false,,,"","",28711,false
"Horde of Notions",5,"Legendary Creature - Elemental",BGRUW,"lrw","249",rare,null,Owned,Non-foil,false,,,"","",28467,false
"Mystic Gate",0,"Land",,"shm","277",rare,null,Owned,Non-foil,false,,,"","",29493,false
"Mystic Gate",0,"Land",,"shm","277",rare,null,Owned,Non-foil,false,,,"","",29493,false
"Sunken Ruins",0,"Land",,"shm","280",rare,null,Owned,Non-foil,false,,,"","",29479,false
"Sunken Ruins",0,"Land",,"shm","280",rare,null,Owned,Non-foil,false,,,"","",29479,false
"Graven Cairns",0,"Land",,"shm","272",rare,null,Owned,Non-foil,false,,,"","",29511,false
"Graven Cairns",0,"Land",,"shm","272",rare,null,Owned,Non-foil,false,,,"","",29511,false
"Fire-Lit Thicket",0,"Land",,"shm","271",rare,null,Owned,Foil,false,,,"","",29501,false
"Fire-Lit Thicket",0,"Land",,"shm","271",rare,null,Owned,Non-foil,false,,,"","",29501,false
"Wooded Bastion",0,"Land",,"shm","281",rare,null,Owned,Non-foil,false,,,"","",29495,false
"Wooded Bastion",0,"Land",,"shm","281",rare,null,Owned,Non-foil,false,,,"","",29495,false
"Fetid Heath",0,"Land",,"eve","176",rare,null,Owned,Non-foil,false,,,"","",30114,false
"Fetid Heath",0,"Land",,"eve","176",rare,null,Owned,Non-foil,false,,,"","",30114,false
"Cascade Bluffs",0,"Land",,"eve","175",rare,null,Owned,Non-foil,false,,,"","",30096,false
"Cascade Bluffs",0,"Land",,"eve","175",rare,null,Owned,Non-foil,false,,,"","",30096,false
"Twilight Mire",0,"Land",,"eve","180",rare,null,Owned,Non-foil,false,,,"","",30084,false
"Twilight Mire",0,"Land",,"eve","180",rare,null,Owned,Non-foil,false,,,"","",30084,false
"Rugged Prairie",0,"Land",,"eve","178",rare,null,Owned,Non-foil,false,,,"","",30098,false
"Rugged Prairie",0,"Land",,"eve","178",rare,null,Owned,Non-foil,false,,,"","",30098,false
"Flooded Grove",0,"Land",,"eve","177",rare,null,Owned,Non-foil,false,,,"","",30136,false
"Flooded Grove",0,"Land",,"eve","177",rare,null,Owned,Non-foil,false,,,"","",30136,false
"Wren's Run Vanquisher",2,"Creature - Elf Warrior",G,"lrw","245",uncommon,null,Not Owned,Non-foil,true,,,"","",28421,false
"Farhaven Elf",3,"Creature - Elf Druid",G,"shm","113",common,null,Not Owned,Non-foil,true,,,"","",29619,false
"Lys Alana Bowmaster",3,"Creature - Elf Archer",G,"mor","130",common,null,Not Owned,Non-foil,true,,,"","",29208,false
"Rhys the Exiled",3,"Legendary Creature - Elf Warrior",BG,"mor","135",rare,null,Not Owned,Non-foil,true,,,"","",28972,false
"Chameleon Colossus",4,"Creature - Shapeshifter",G,"mor","116",rare,null,Not Owned,Non-foil,true,,,"","",29200,false
"Cloudcrown Oak",4,"Creature - Treefolk Warrior",G,"lrw","201",common,null,Not Owned,Non-foil,true,,,"","",28313,false
"Drove of Elves",4,"Creature - Elf",G,"shm","112",uncommon,null,Not Owned,Non-foil,true,,,"","",29727,false
"Unstoppable Ash",4,"Creature - Treefolk Warrior",G,"mor","137",rare,null,Not Owned,Non-foil,true,,,"","",29130,false
"Changeling Titan",5,"Creature - Shapeshifter",G,"lrw","200",uncommon,null,Not Owned,Non-foil,true,,,"","",28723,false
"Gilt-Leaf Archdruid",5,"Creature - Elf Druid",G,"mor","124",rare,null,Not Owned,Non-foil,true,,,"","",29204,false
"Timber Protector",5,"Creature - Treefolk Warrior",G,"lrw","238",rare,null,Not Owned,Non-foil,true,,,"","",28381,false
"Orchard Warden",6,"Creature - Treefolk Shaman",G,"mor","131",uncommon,null,Not Owned,Non-foil,true,,,"","",29150,false
"Elvish Promenade",4,"Kindred Sorcery - Elf",G,"lrw","208",uncommon,null,Not Owned,Non-foil,true,,,"","",28365,false
"Thistledown Liege",4,"Creature - Kithkin Knight",UW,"shm","153",rare,null,Owned,Non-foil,true,,,"","",29547,false
"Glen Elendra Liege",4,"Creature - Faerie Knight",BU,"shm","163",rare,null,Not Owned,Non-foil,true,,,"","",29491,false
"Wydwen, the Biting Gale",4,"Legendary Creature - Faerie Wizard",BU,"lrw","253",rare,null,Not Owned,Non-foil,true,,,"","",28473,false
"Wort, the Raidmother",6,"Legendary Creature - Goblin Shaman",GR,"shm","223",rare,null,Not Owned,Non-foil,true,,,"","",29529,false
"Wilt-Leaf Liege",4,"Creature - Elf Knight",GW,"shm","245",rare,null,Not Owned,Non-foil,true,,,"","",29575,false
"Crackleburr",3,"Creature - Elemental",RU,"eve","100",rare,null,Not Owned,Non-foil,true,,,"","",30214,false
"Creakwood Liege",4,"Creature - Horror",BG,"eve","117",rare,null,Not Owned,Non-foil,true,,,"","",29994,false
"Balefire Liege",5,"Creature - Spirit Horror",RW,"eve","132",rare,null,Not Owned,Non-foil,true,,,"","",30040,false
"Waves of Aggression",5,"Sorcery",RW,"eve","148",rare,null,Not Owned,Non-foil,true,,,"","",30240,false
"Cenn's Heir",2,"Creature - Kithkin Soldier",W,"lrw","8",common,null,Not Owned,Non-foil,true,,,"","",28539,false
"Wizened Cenn",2,"Creature - Kithkin Cleric",W,"lrw","49",uncommon,null,Not Owned,Non-foil,true,,,"","",28407,false
"Harpoon Sniper",3,"Creature - Merfolk Archer",W,"lrw","19",uncommon,null,Not Owned,Non-foil,true,,,"","",28225,false
"Kithkin Harbinger",3,"Creature - Kithkin Wizard",W,"lrw","26",uncommon,null,Not Owned,Non-foil,true,,,"","",28211,false
"Brigid, Hero of Kinsbaile",4,"Legendary Creature - Kithkin Archer",W,"lrw","6",rare,null,Not Owned,Non-foil,true,,,"","",28507,false
"Kinsbaile Balloonist",4,"Creature - Kithkin Soldier",W,"lrw","23",common,null,Not Owned,Non-foil,true,,,"","",28217,false
"Veteran of the Depths",4,"Creature - Merfolk Soldier",W,"lrw","46",uncommon,null,Not Owned,Non-foil,true,,,"","",28359,false
"Plover Knights",5,"Creature - Kithkin Knight",W,"lrw","35",common,null,Not Owned,Non-foil,true,,,"","",28209,false
"Wandering Graybeard",5,"Creature - Giant Wizard",W,"mor","27",uncommon,null,Not Owned,Non-foil,true,,,"","",29058,false
"Surge of Thoughtweft",2,"Kindred Instant - Kithkin",W,"lrw","43",common,null,Not Owned,Non-foil,true,,,"","",28623,false
"Daily Regimen",1,"Enchantment - Aura",W,"mor","8",uncommon,null,Not Owned,Non-foil,true,,,"","",29100,false
"Tideshaper Mystic",1,"Creature - Merfolk Wizard",U,"lrw","93",common,null,Not Owned,Non-foil,true,,,"","",28543,false
"Silvergill Adept",2,"Creature - Merfolk Wizard",U,"lrw","86",uncommon,null,Not Owned,Non-foil,true,,,"","",28195,false
"Stonybrook Angler",2,"Creature - Merfolk Wizard",U,"lrw","90",common,null,Not Owned,Non-foil,true,,,"add","",28223,false
"Razorfin Abolisher",3,"Creature - Merfolk Wizard",U,"eve","28",uncommon,null,Not Owned,Non-foil,true,,,"","",30110,false
"Fallowsage",4,"Creature - Merfolk Wizard",U,"lrw","63",uncommon,null,Not Owned,Non-foil,true,,,"","",28371,false
"Merrow Harbinger",4,"Creature - Merfolk Wizard",U,"lrw","73",uncommon,null,Not Owned,Non-foil,true,,,"","",28233,false
"Sower of Temptation",4,"Creature - Faerie Wizard",U,"lrw","88",rare,null,Not Owned,Non-foil,true,,,"","",28767,false
"Surgespanner",4,"Creature - Merfolk Wizard",U,"lrw","92",rare,null,Not Owned,Non-foil,true,,,"","",28505,false
"Turtleshell Changeling",4,"Creature - Shapeshifter",U,"lrw","94",uncommon,null,Not Owned,Non-foil,true,,,"add","",28633,false
"Waterspout Weavers",5,"Creature - Merfolk Wizard",U,"mor","56",uncommon,null,Not Owned,Non-foil,true,,,"","",29046,false
"Wanderwine Prophets",6,"Creature - Merfolk Wizard",U,"lrw","95",rare,null,Not Owned,Non-foil,true,,,"","",28441,false
"Supreme Exemplar",7,"Creature - Elemental",U,"mor","53",rare,null,Not Owned,Non-foil,true,,,"","",28992,false
"Notorious Throng",4,"Kindred Sorcery - Rogue",U,"mor","45",rare,null,Not Owned,Non-foil,true,,,"","",29014,false
"Glimmerdust Nap",3,"Enchantment - Aura",U,"lrw","68",common,null,Not Owned,Non-foil,true,,,"","",28251,false
"Nectar Faerie",2,"Creature - Faerie Wizard",B,"lrw","130",uncommon,null,Not Owned,Non-foil,true,,,"","",28265,false
"Auntie's Snitch",3,"Creature - Goblin Rogue",B,"mor","57",rare,null,Not Owned,Non-foil,true,,,"","",29198,false
"Crowd of Cinders",4,"Creature - Elemental",B,"shm","63",uncommon,null,Not Owned,Non-foil,true,,,"","",29445,false
"Earwig Squad",5,"Creature - Goblin Rogue",B,"mor","60",rare,null,Not Owned,Non-foil,true,,,"","",29174,false
"Eyeblight Massacre",4,"Sorcery",B,"ori","96",uncommon,null,Not Owned,Non-foil,true,,,"","",57816,false
"Fodder Launch",4,"Kindred Sorcery - Goblin",B,"lrw","114",uncommon,null,Not Owned,Non-foil,true,,,"","",28733,false
"Hoarder's Greed",4,"Sorcery",B,"lrw","117",uncommon,null,Not Owned,Non-foil,true,,,"","",28685,false
"Noggin Whack",4,"Kindred Sorcery - Rogue",B,"mor","70",uncommon,null,Not Owned,Non-foil,true,,,"","",29102,false
"Morsel Theft",4,"Kindred Sorcery - Rogue",B,"mor","68",common,null,Not Owned,Non-foil,true,,,"","",29120,false
"Nettlevine Blight",6,"Enchantment - Aura",B,"lrw","131",rare,null,Not Owned,Non-foil,true,,,"","",28619,false
"Bloodmark Mentor",2,"Creature - Goblin Warrior",R,"shm","83",uncommon,null,Not Owned,Non-foil,true,,,"","",29403,false
"Pyre Charger",2,"Creature - Elemental Warrior",R,"shm","103",uncommon,null,Not Owned,Non-foil,true,,,"","",29667,false
"Stigma Lasher",2,"Creature - Elemental Shaman",R,"eve","62",rare,null,Not Owned,Non-foil,true,,,"","",30072,false
"Inner-Flame Acolyte",3,"Creature - Elemental Shaman",R,"lrw","181",common,null,Not Owned,Non-foil,true,,,"","",28487,false
"Inner-Flame Igniter",3,"Creature - Elemental Warrior",R,"lrw","182",uncommon,null,Not Owned,Non-foil,true,,,"","",28279,false
"Mudbutton Torchrunner",3,"Creature - Goblin Warrior",R,"lrw","185",common,null,Not Owned,Non-foil,true,,,"","",28429,false
"Rage Forger",3,"Creature - Elemental Shaman",R,"mor","97",uncommon,null,Not Owned,Non-foil,true,,,"","",29168,false
"Stinkdrinker Daredevil",3,"Creature - Goblin Rogue",R,"lrw","191",common,null,Not Owned,Non-foil,true,,,"","",28571,false
"Changeling Berserker",4,"Creature - Shapeshifter",R,"lrw","160",uncommon,null,Not Owned,Non-foil,true,,,"","",28631,false
"Giant Harbinger",5,"Creature - Giant Shaman",R,"lrw","169",uncommon,null,Not Owned,Non-foil,true,,,"","",28297,false
"Ingot Chewer",5,"Creature - Elemental",R,"lrw","180",common,null,Not Owned,Non-foil,true,,,"","",28705,false
"Thundercloud Shaman",5,"Creature - Giant Shaman",R,"lrw","195",uncommon,null,Not Owned,Non-foil,true,,,"","",28423,false
"Impelled Giant",6,"Creature - Giant Warrior",R,"eve","58",uncommon,null,Not Owned,Non-foil,true,,,"","",30044,false
"Rekindled Flame",4,"Sorcery",R,"eve","61",rare,null,Not Owned,Non-foil,true,,,"","",30242,false
"Consuming Bonfire",5,"Kindred Sorcery - Elemental",R,"lrw","161",common,null,Not Owned,Non-foil,true,,,"","",28379,false
"Boggart Shenanigans",3,"Kindred Enchantment - Goblin",R,"lrw","155",uncommon,null,Not Owned,Non-foil,true,,,"","",28203,false
"Altar Golem",7,"Artifact Creature - Golem",,"eve","166",rare,null,Not Owned,Non-foil,true,,,"","",30220,false
"Aquitect's Will",1,"Kindred Sorcery - Merfolk",U,"lrw","52",common,null,Not Owned,Non-foil,true,,,"","",28527,false
"Ashenmoor Cohort",6,"Creature - Elemental Warrior",B,"shm","56",common,null,Not Owned,Non-foil,true,,,"","",29401,false
"Ashenmoor Gouger",3,"Creature - Elemental Warrior",BR,"shm","180",uncommon,null,Not Owned,Non-foil,true,,,"","",29859,false
"Ashenmoor Liege",4,"Creature - Elemental Knight",BR,"shm","181",rare,null,Not Owned,Non-foil,true,,,"","",29453,false
"Axegrinder Giant",6,"Creature - Giant Warrior",R,"lrw","151",common,null,Not Owned,Non-foil,true,,,"","",28191,false
"Barrenton Cragtreads",4,"Creature - Kithkin Scout",UW,"shm","138",common,null,Not Owned,Non-foil,true,,,"","",29347,false
"Battlegate Mimic",2,"Creature - Shapeshifter",RW,"eve","133",common,null,Not Owned,Non-foil,true,,,"","",30028,false
"Battle Mastery",3,"Enchantment - Aura",W,"lrw","5",uncommon,null,Not Owned,Non-foil,true,,,"","",28661,false
"Battletide Alchemist",5,"Creature - Kithkin Cleric",W,"mor","2",rare,null,Not Owned,Non-foil,true,,,"","",28960,false
"Belligerent Hatchling",4,"Creature - Elemental",RW,"eve","134",uncommon,null,Not Owned,Non-foil,true,,,"","",30132,false
"Benthicore",7,"Creature - Elemental",U,"lrw","53",uncommon,null,Not Owned,Non-foil,true,,,"","",28389,false
"Blind-Spot Giant",3,"Creature - Giant Warrior",R,"lrw","153",common,null,Not Owned,Non-foil,true,,,"","",28747,false
"Boartusk Liege",4,"Creature - Goblin Knight",GR,"shm","202",rare,null,Not Owned,Non-foil,true,,,"","",29565,false
"Boggart Arsonists",3,"Creature - Goblin Rogue",R,"shm","85",common,null,Not Owned,Non-foil,true,,,"","",29777,false
"Boggart Brute",3,"Creature - Goblin Warrior",R,"ori","133",common,null,Not Owned,Non-foil,true,,,"","",57802,false
"Boggart Harbinger",3,"Creature - Goblin Shaman",B,"lrw","102",uncommon,null,Not Owned,Non-foil,true,,,"","",28255,false
"Boggart Loggers",3,"Creature - Goblin Rogue",B,"lrw","103",common,null,Not Owned,Non-foil,true,,,"","",28401,false
"Bog Hoodlums",6,"Creature - Goblin Warrior",B,"lrw","100",common,null,Not Owned,Non-foil,true,,,"","",28651,false
"Bog-Strider Ash",4,"Creature - Treefolk Shaman",G,"lrw","198",common,null,Not Owned,Non-foil,true,,,"","",28771,false
"Burrenton Forge-Tender",1,"Creature - Kithkin Wizard",W,"lrw","7",uncommon,null,Not Owned,Non-foil,true,,,"","",28207,false
"Burrenton Shield-Bearers",5,"Creature - Kithkin Soldier",W,"mor","4",common,null,Not Owned,Non-foil,true,,,"","",29054,false
"Cache Raiders",5,"Creature - Merfolk Rogue",U,"eve","18",uncommon,null,Not Owned,Non-foil,true,,,"","",30078,false
"Call the Skybreaker",7,"Sorcery",RU,"eve","98",rare,null,Not Owned,Non-foil,true,,,"","",30190,false
"Cankerous Thirst",4,"Instant",BG,"eve","116",uncommon,null,Not Owned,Non-foil,true,,,"","",30180,false
"Caterwauling Boggart",4,"Creature - Goblin Shaman",R,"lrw","157",common,null,Not Owned,Non-foil,true,,,"","",28295,false
"Ceaseless Searblades",4,"Creature - Elemental Warrior",R,"lrw","158",uncommon,null,Not Owned,Non-foil,true,,,"","",28285,false
"Cemetery Puca",3,"Creature - Shapeshifter",BU,"shm","158",rare,null,Not Owned,Non-foil,true,,,"","",29837,false
"Chaotic Backlash",5,"Instant",R,"eve","49",uncommon,null,Not Owned,Non-foil,true,,,"","",30264,false
"Cloak and Dagger",2,"Kindred Artifact - Rogue Equipment",,"mor","141",uncommon,null,Not Owned,Non-foil,true,,,"","",29022,false
"Clout of the Dominus",1,"Enchantment - Aura",RU,"eve","99",common,null,Not Owned,Non-foil,true,,,"","",30054,false
"Colfenor's Plans",4,"Enchantment",B,"lrw","106",rare,null,Not Owned,Non-foil,true,,,"","",28737,false
"Colfenor's Urn",3,"Artifact",,"lrw","254",rare,null,Not Owned,Non-foil,true,,,"","",28457,false
"Crabapple Cohort",5,"Creature - Treefolk Warrior",G,"shm","109",common,null,Not Owned,Non-foil,true,,,"","",29417,false
"Crag Puca",3,"Creature - Shapeshifter",RU,"eve","101",uncommon,null,Not Owned,Non-foil,true,,,"","",30174,false
"Creakwood Ghoul",5,"Creature - Plant Zombie",B,"eve","34",uncommon,null,Not Owned,Non-foil,true,,,"","",29922,false
"Crop Rotation",1,"Instant",G,"2xm","349",rare,null,Not Owned,Non-foil,true,,,"","",-1,false
"Cultbrand Cinder",5,"Creature - Elemental Shaman",BR,"shm","182",common,null,Not Owned,Non-foil,true,,,"","",29407,false
"Dawnfluke",4,"Creature - Elemental",W,"lrw","12",common,null,Not Owned,Non-foil,true,,,"","",28627,false
"Dawnglow Infusion",1,"Sorcery",GW,"shm","225",uncommon,null,Not Owned,Non-foil,true,,,"","",29803,false
"Deathbringer Liege",5,"Creature - Horror",BW,"eve","85",rare,null,Not Owned,Non-foil,true,,,"","",30052,false
"Deathrender",4,"Artifact - Equipment",,"lrw","255",rare,null,Not Owned,Non-foil,true,,,"","",28415,false
"Declaration of Naught",2,"Enchantment",U,"mor","29",rare,null,Not Owned,Non-foil,true,,,"","",29192,false
"Deepchannel Mentor",6,"Creature - Merfolk Rogue",U,"shm","35",uncommon,null,Not Owned,Non-foil,true,,,"","",29335,false
"Deeptread Merrow",2,"Creature - Merfolk Rogue",U,"lrw","57",common,null,Not Owned,Non-foil,true,,,"","",28525,false
"Deity of Scars",5,"Creature - Spirit Avatar",BG,"eve","118",rare,null,Not Owned,Non-foil,true,,,"","",30142,false
"Demigod of Revenge",5,"Creature - Spirit Avatar",BR,"shm","183",rare,null,Not Owned,Non-foil,true,,,"","",29657,false
"Deus of Calamity",5,"Creature - Spirit Avatar",GR,"shm","204",rare,null,Not Owned,Non-foil,true,,,"","",29517,false
"Din of the Fireherd",8,"Sorcery",BR,"shm","184",rare,null,Owned,Non-foil,true,,,"","",29481,false
"Dire Undercurrents",5,"Enchantment",BU,"shm","159",rare,null,Not Owned,Non-foil,true,,,"","",29633,false
"Divinity of Pride",5,"Creature - Spirit Avatar",BW,"eve","86",rare,null,Not Owned,Non-foil,true,,,"","",29952,false
"Dolmen Gate",2,"Artifact",,"lrw","256",rare,null,Not Owned,Non-foil,true,,,"","",28455,false
"Door of Destinies",4,"Artifact",,"mor","143",rare,null,Not Owned,Non-foil,true,,,"","",29222,false
"Drain the Well",4,"Sorcery",BG,"eve","121",common,null,Not Owned,Non-foil,true,,,"","",29964,false
"Dramatic Entrance",5,"Instant",G,"shm","111",rare,null,Not Owned,Non-foil,true,,,"","",29681,false
"Dread",6,"Creature - Elemental Incarnation",B,"lrw","107",rare,null,Not Owned,Non-foil,true,,,"","",28769,false
"Duergar Cave-Guard",4,"Creature - Dwarf Warrior",R,"eve","51",uncommon,null,Not Owned,Non-foil,true,,,"","",29926,false
"Duergar Hedge-Mage",3,"Creature - Dwarf Shaman",RW,"eve","137",uncommon,null,Not Owned,Non-foil,true,,,"","",30270,false
"Duskdale Wurm",7,"Creature - Wurm",G,"eve","67",uncommon,null,Not Owned,Non-foil,true,,,"","",30026,false
"Dwynen, Gilt-Leaf Daen",4,"Legendary Creature - Elf Warrior",G,"pori","172",rare,null,Not Owned,Non-foil,true,,,"","",-1,false
"Dwynen's Elite",2,"Creature - Elf Warrior",G,"fdn","218",common,null,Not Owned,Non-foil,true,,,"","",133462,false
"Edge of the Divinity",1,"Enchantment - Aura",BW,"eve","87",common,null,Not Owned,Non-foil,true,,,"","",30022,false
"Elvish Eulogist",1,"Creature - Elf Shaman",G,"lrw","205",common,null,Not Owned,Non-foil,true,,,"","",28491,false
"Elvish Hexhunter",1,"Creature - Elf Shaman",GW,"shm","226",common,null,Not Owned,Non-foil,true,,,"","",29321,false
"Ember Gale",4,"Sorcery",R,"shm","91",common,null,Not Owned,Non-foil,true,,,"","",29835,false
"Emberstrike Duo",2,"Creature - Elemental Warrior Shaman",BR,"shm","185",common,null,Owned,Non-foil,true,,,"","",29627,false
"Enchanted Evening",5,"Enchantment",UW,"shm","140",rare,null,Not Owned,Non-foil,true,,,"","",29587,false
"Endure",5,"Instant",W,"eve","5",uncommon,null,Owned,Non-foil,true,,,"","",30156,false
"Entangling Trap",2,"Enchantment",W,"lrw","13",uncommon,null,Not Owned,Non-foil,true,,,"","",28205,false
"Epic Proportions",6,"Enchantment - Aura",G,"lrw","209",rare,null,Not Owned,Non-foil,true,,,"","",28761,false
"Ethereal Whiskergill",4,"Creature - Elemental",U,"lrw","60",uncommon,null,Not Owned,Non-foil,true,,,"","",28247,false
"Everlasting Torment",3,"Enchantment",BR,"shm","186",rare,null,Not Owned,Non-foil,true,,,"","",29383,false
"Evershrike",5,"Creature - Elemental Spirit",BW,"eve","88",rare,null,Not Owned,Non-foil,true,,,"","",30228,false
"Eyeblight Assassin",3,"Creature - Elf Assassin",B,"ori","95",common,null,Not Owned,Non-foil,true,,,"","",57964,false
"Eyeblight Cullers",5,"Creature - Elf Warrior",B,"cmr","124",common,null,Not Owned,Non-foil,true,,,"","",85030,false
"Eyes of the Wisent",2,"Kindred Enchantment - Elemental",G,"lrw","210",rare,null,Not Owned,Non-foil,true,,,"","",28615,false
"Faerie Macabre",3,"Creature - Faerie Rogue",B,"shm","66",common,null,Not Owned,Non-foil,true,,,"","",29647,false
"Failed Conversion",5,"Enchantment - Aura",B,"mom","103",common,null,Not Owned,Non-foil,true,,,"","",110042,false
"Faultgrinder",7,"Creature - Elemental",R,"lrw","163",common,null,Not Owned,Non-foil,true,,,"","",28649,false
"Favor of the Overbeing",2,"Enchantment - Aura",GU,"eve","151",common,null,Not Owned,Non-foil,true,,,"","",29992,false
"Fencer Clique",4,"Creature - Faerie Soldier",U,"mor","33",common,null,Not Owned,Non-foil,true,,,"","",29232,false
"Fertilid's Favor",4,"Instant",G,"mom","186",common,null,Not Owned,Non-foil,true,,,"","",110242,false
"Feudkiller's Verdict",6,"Kindred Sorcery - Giant",W,"mor","9",rare,null,Not Owned,Non-foil,true,,,"","",29040,false
"Figure of Destiny",1,"Creature - Kithkin",RW,"eve","139",rare,null,Not Owned,Non-foil,true,,,"","",30238,false
"Firespout",3,"Sorcery",GR,"shm","205",uncommon,null,Not Owned,Non-foil,true,,,"","",29637,false
